step,total_cells,empty_sites,occupied_density,committed_cells,committed_density,undetermined_cells,undetermined_density,decommitted_cells,decommitted_density,uncommitted_cells,uncommitted_density,n_clusters_present,largest_cluster,cluster_0_size,cluster_1_size,cluster_2_size,cluster_3_size,cluster_4_size,cluster_5_size,cluster_6_size,cluster_7_size,T1,T2,I,R,M,K,S,seed
113,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
114,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
115,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
116,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
117,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
118,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
119,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
0,30,2370,0.0125,0,0.0,30,0.0125,0,0.0,30,0.0125,0,0,0,0,0,0,0,0,0,0,0.8995688892635988,0.4309185205029212,0.5124784026562592,0.5508987713260378,0.5922427245196789,0.3956260946908939,0.3784165759736852,38
1,46,2354,0.0191666666666666,0,0.0,46,0.0191666666666666,0,0.0,46,0.0191666666666666,0,0,0,0,0,0,0,0,0,0,0.6773127882656906,0.277713044643019,0.328037755835477,0.3496005305811517,0.372460924699001,0.2598724184475661,0.2406825621291408,38
2,56,2344,0.0233333333333333,0,0.0,56,0.0233333333333333,0,0.0,56,0.0233333333333333,0,0,0,0,0,0,0,0,0,0,0.6873510201974969,0.2563092865753748,0.2729248060240942,0.288422534474397,0.2956091491070048,0.2182952340294716,0.2021249651303752,38
3,59,2341,0.0245833333333333,27,0.01125,32,0.0133333333333333,0,0.0,32,0.0133333333333333,5,14,14,4,5,0,2,2,0,0,0.8032288466081677,0.2714235261593031,0.273222149928423,0.2817133967607631,0.2824295093182068,0.2100312667859167,0.2001409239412492,38
4,60,2340,0.025,28,0.0116666666666666,32,0.0133333333333333,0,0.0,32,0.0133333333333333,5,14,14,4,5,0,3,2,0,0,0.9350749121480958,0.2886098206509834,0.2876416412959853,0.3036015368314229,0.2938325840660781,0.2241204819141838,0.2066793441767088,38
5,72,2328,0.03,40,0.0166666666666666,32,0.0133333333333333,0,0.0,32,0.0133333333333333,5,18,18,8,7,0,4,3,0,0,0.8909595867200201,0.2547906988215708,0.2594734604104427,0.2775245561423155,0.2568665141596512,0.2069983626252194,0.1815108905956553,38
6,89,2311,0.0370833333333333,56,0.0233333333333333,33,0.01375,0,0.0,33,0.01375,6,23,23,8,11,0,7,3,4,0,0.8322448440942667,0.2314880593667167,0.2385053054335367,0.2519995208011122,0.227077713117226,0.1884991984592234,0.1587388987628352,38
7,109,2291,0.0454166666666666,74,0.0308333333333333,35,0.0145833333333333,0,0.0,35,0.0145833333333333,6,30,30,10,16,0,8,4,6,0,0.7963528963625917,0.2182219592226973,0.2215968164445605,0.2379625793067487,0.2115658191325654,0.1804386450858089,0.1430515363366023,38
8,114,2286,0.0475,83,0.0345833333333333,31,0.0129166666666666,0,0.0,31,0.0129166666666666,6,38,38,10,16,0,9,4,6,0,0.9013032889731474,0.2485225806995316,0.2473966625775561,0.2677835057259057,0.233405782210912,0.1947819747308687,0.1541332381627503,38
9,120,2280,0.05,95,0.0395833333333333,25,0.0104166666666666,0,0.0,25,0.0104166666666666,6,46,46,10,18,0,10,5,6,0,0.984862603072294,0.2691868064980995,0.2693271827696362,0.2934985778471656,0.25501113237558,0.2073818746294553,0.1635919949452128,38
10,124,2276,0.0516666666666666,109,0.0454166666666666,15,0.00625,0,0.0,15,0.00625,6,57,57,10,18,0,13,5,6,0,1.0759463867066097,0.2930014121112481,0.2954611321875831,0.3251071531602275,0.2785829710377947,0.2236604164657038,0.1762326117995567,38
11,152,2248,0.0633333333333333,138,0.0575,14,0.0058333333333333,0,0.0,14,0.0058333333333333,6,71,71,13,26,0,16,6,6,0,0.9736095496853664,0.2626510367869425,0.2741555711631392,0.3001409093469407,0.2552961781089832,0.2092262217700427,0.1587130357004476,38
12,182,2218,0.0758333333333333,167,0.0695833333333333,15,0.00625,0,0.0,15,0.00625,6,88,88,15,31,0,18,8,7,0,0.9188915352924448,0.2578168232552404,0.2638794333914968,0.2885666503135505,0.2454631992963487,0.2014251940266435,0.1496452805203546,38
13,203,2197,0.0845833333333333,188,0.0783333333333333,15,0.00625,0,0.0,15,0.00625,6,100,100,18,34,0,20,9,7,0,0.9416804113080558,0.2737063825084156,0.270025648076023,0.2989730766322426,0.2531542566728761,0.2029705216027778,0.1525902414469164,38
14,227,2173,0.0945833333333333,211,0.0879166666666666,16,0.0066666666666666,0,0.0,16,0.0066666666666666,6,112,112,19,36,0,23,10,11,0,0.957257998625899,0.2852605994902535,0.2737350507386175,0.3066342563128202,0.2595917523683583,0.2104894670396178,0.1546997959029132,38
15,247,2153,0.1029166666666666,232,0.0966666666666666,15,0.00625,0,0.0,15,0.00625,6,122,122,19,40,0,30,10,11,0,0.9960687270726384,0.300367370347606,0.2840638407300703,0.3211035616722578,0.270541829202136,0.2170158566497096,0.1605324255902918,38
16,270,2130,0.1125,260,0.1083333333333333,10,0.0041666666666666,0,0.0,10,0.0041666666666666,6,129,129,21,53,0,33,13,11,0,1.0230998474605637,0.3146802460306405,0.2932544350039439,0.3339762969551382,0.2801081744110426,0.2213739034959604,0.1655257522274924,38
17,289,2111,0.1204166666666666,280,0.1166666666666666,9,0.00375,0,0.0,9,0.00375,6,134,134,22,59,0,38,16,11,0,1.0666859118629697,0.3355961930292235,0.3105274886330685,0.3562273665936971,0.2967183838203737,0.2285050035399604,0.1738321312841403,38
18,322,2078,0.1341666666666666,314,0.1308333333333333,8,0.0033333333333333,0,0.0,8,0.0033333333333333,6,148,148,27,65,0,44,18,12,0,1.0592529912364517,0.3404738192760904,0.3138882323289316,0.3630231066274124,0.2994822366299521,0.227630846611076,0.1743507110096558,38
19,364,2036,0.1516666666666666,357,0.14875,7,0.0029166666666666,0,0.0,7,0.0029166666666666,6,170,170,33,71,0,53,18,12,0,1.0372647751047224,0.3400036066654147,0.3133419827906817,0.3632396889014562,0.2998935614545225,0.2268385751983608,0.1721465422314628,38
20,406,1994,0.1691666666666666,399,0.16625,7,0.0029166666666666,0,0.0,7,0.0029166666666666,6,189,189,36,84,0,58,18,14,0,1.0330646992783827,0.3471162106984969,0.3145175188805226,0.3673645707686079,0.2983474460515514,0.2288767359868889,0.1727278147502059,38
21,446,1954,0.1858333333333333,441,0.18375,5,0.0020833333333333,0,0.0,5,0.0020833333333333,6,213,213,37,92,0,64,20,15,0,1.044712565919513,0.3645118013211451,0.3211076659355373,0.3764032228353501,0.3032374063531748,0.2296961105418388,0.1765545286271908,38
22,484,1916,0.2016666666666666,483,0.20125,1,0.0004166666666666,0,0.0,1,0.0004166666666666,6,225,225,40,105,0,71,24,18,0,1.0662094634375672,0.3860558616741893,0.3280823706988742,0.3885104172147787,0.3111480538165626,0.2341048948936339,0.1822515280806711,38
23,533,1867,0.2220833333333333,532,0.2216666666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,6,238,238,47,118,0,79,29,21,0,1.066824286886738,0.3993056910793185,0.3308407591770189,0.3945448001350257,0.3136329234182032,0.2341309028976997,0.184530645675775,38
24,567,1833,0.23625,567,0.23625,0,0.0,0,0.0,0,0.0,6,249,249,47,128,0,89,31,23,0,1.1033703627154512,0.4302908994898572,0.346216064929199,0.4142102087823223,0.3289629802731592,0.2432343462429396,0.1935791607743077,38
25,613,1787,0.2554166666666667,613,0.2554166666666667,0,0.0,0,0.0,0,0.0,6,266,266,49,139,0,104,32,23,0,1.1148640535090448,0.4480741370467768,0.3543788439936801,0.4255590138005133,0.3359004859582289,0.2462515123871115,0.1981180911676941,38
26,654,1746,0.2725,654,0.2725,0,0.0,0,0.0,0,0.0,6,281,281,53,152,0,110,35,23,0,1.137833545270036,0.4698019899215701,0.366051267519116,0.4418053842205756,0.34595341607193,0.2516931256848534,0.20466837959293,38
27,696,1704,0.29,696,0.29,0,0.0,0,0.0,0,0.0,6,297,297,55,167,0,117,36,24,0,1.158298090608966,0.4901859932009146,0.3770489280935182,0.4573253629253575,0.3553045651253383,0.257714568329656,0.2109582911480903,38
28,749,1651,0.3120833333333333,749,0.3120833333333333,0,0.0,0,0.0,0,0.0,6,324,324,56,184,0,124,37,24,0,1.160833170671478,0.5052450015234345,0.3821240857339923,0.465828382799858,0.3609987004736721,0.2596674793333702,0.2144486909767936,38
29,801,1599,0.33375,801,0.33375,0,0.0,0,0.0,0,0.0,6,342,342,60,201,0,131,41,26,0,1.1682626948593131,0.5261294076491231,0.3882621340472841,0.475676151686729,0.368269450550185,0.2608383453601499,0.2192690909443651,38
30,842,1558,0.3508333333333333,842,0.3508333333333333,0,0.0,0,0.0,0,0.0,6,354,354,62,209,0,140,47,30,0,1.1920255713743666,0.5566777790668078,0.3984954828365565,0.4925523427874422,0.380024517416957,0.2663802067724992,0.2275321639846048,38
31,889,1511,0.3704166666666666,889,0.3704166666666666,0,0.0,0,0.0,0,0.0,6,375,375,64,224,0,146,49,31,0,1.2043488226331989,0.5842771889503126,0.4075603370254459,0.5051763167180908,0.3883590563521071,0.2702634425445172,0.2341529583871488,38
32,920,1480,0.3833333333333333,920,0.3833333333333333,0,0.0,0,0.0,0,0.0,6,383,383,66,233,0,154,52,32,0,1.236112375145766,0.6192219335642873,0.4218998653796323,0.5262742274762848,0.4024408739153823,0.2778258824052534,0.2443756356478086,38
33,952,1448,0.3966666666666666,952,0.3966666666666666,0,0.0,0,0.0,0,0.0,6,392,392,69,240,0,162,53,36,0,1.2603918861525627,0.6516342027218801,0.4332498296701638,0.5453430433091373,0.4156621342119943,0.2848001198024066,0.2536621724079197,38
34,1002,1398,0.4175,1002,0.4175,0,0.0,0,0.0,0,0.0,6,410,410,72,253,0,172,57,38,0,1.2562262970782168,0.6685351146627819,0.4372195932005874,0.5525198564568612,0.4208263525000313,0.2864693855135314,0.2573460409010576,38
35,1042,1358,0.4341666666666666,1042,0.4341666666666666,0,0.0,0,0.0,0,0.0,6,419,419,77,266,0,182,58,40,0,1.264009633388431,0.6939318295613215,0.4466359111993933,0.5651952443874073,0.4292249222063337,0.2909290476714526,0.2636850156946172,38
36,1081,1319,0.4504166666666667,1081,0.4504166666666667,0,0.0,0,0.0,0,0.0,6,431,431,80,282,0,188,60,40,0,1.27011801582927,0.7200196760061112,0.4558819699419617,0.5776339384773309,0.4372759659563378,0.2943098974441965,0.2699301931856145,38
37,1105,1295,0.4604166666666666,1105,0.4604166666666666,0,0.0,0,0.0,0,0.0,6,440,440,81,289,0,191,63,41,0,1.2900814625372083,0.7557675500328934,0.4691455907765368,0.5972229815730525,0.4506338321836614,0.3010857707535175,0.2794633665844576,38
38,1127,1273,0.4695833333333333,1127,0.4695833333333333,0,0.0,0,0.0,0,0.0,6,447,447,82,297,0,196,63,42,0,1.306282456281609,0.7885100519145619,0.48151413813647,0.615783792115589,0.463036712593595,0.3078763602015398,0.2883056548767967,38
39,1151,1249,0.4795833333333333,1151,0.4795833333333333,0,0.0,0,0.0,0,0.0,6,454,454,82,308,0,201,64,42,0,1.3144051039300733,0.8187295791980371,0.4913511252938666,0.6312146071504557,0.4734710120270922,0.3132187126651999,0.2958771368224742,38
40,1172,1228,0.4883333333333333,1172,0.4883333333333333,0,0.0,0,0.0,0,0.0,6,460,460,83,318,0,203,66,42,0,1.3208511842584425,0.8484453678252953,0.501152963636834,0.6467618520482076,0.484371505529202,0.3184293284742779,0.3032457349588235,38
41,1185,1215,0.49375,1185,0.49375,0,0.0,0,0.0,0,0.0,6,467,467,83,321,0,206,66,42,0,1.330747375596807,0.8829807375376547,0.5125973823934151,0.6649748260279663,0.4965911529703635,0.3241927303592301,0.3119139564105063,38
42,1190,1210,0.4958333333333333,1190,0.4958333333333333,0,0.0,0,0.0,0,0.0,6,469,469,83,323,0,207,66,42,0,1.3435735703832004,0.9180999635158898,0.5258133880333491,0.6853898354155363,0.5106546599083965,0.3313723263237763,0.3212446311275363,38
43,1200,1200,0.5,1200,0.5,0,0.0,0,0.0,0,0.0,6,473,473,83,326,0,209,66,43,0,1.3440569879649022,0.948554217437934,0.5350089085314346,0.7003652934478726,0.5205133190484562,0.336097479367679,0.3283677390189809,38
44,1203,1197,0.50125,1203,0.50125,0,0.0,0,0.0,0,0.0,6,473,473,83,329,0,209,66,43,0,1.347394553974196,0.981544933360737,0.5455541635819877,0.7173079913645227,0.531877350343294,0.341445570516321,0.3362682924538422,38
45,1208,1192,0.5033333333333333,1208,0.5033333333333333,0,0.0,0,0.0,0,0.0,6,474,474,83,333,0,209,66,43,0,1.342988000829504,1.0100552146934358,0.553647955229326,0.7308276584487862,0.540999511292201,0.3454418517474771,0.3424551280205384,38
46,1213,1187,0.5054166666666666,1213,0.5054166666666666,0,0.0,0,0.0,0,0.0,6,476,476,83,336,0,209,66,43,0,1.3340658242228547,1.0356801561539188,0.5599063931420498,0.7423607410270284,0.5488873530481386,0.3483862858003012,0.347511326631588,38
47,1218,1182,0.5075,1218,0.5075,0,0.0,0,0.0,0,0.0,6,477,477,83,340,0,209,66,43,0,1.3209399621458842,1.060443371488696,0.5647712736716413,0.7519257150006798,0.5550408157513755,0.3503480153191006,0.3517389369522484,38
48,1219,1181,0.5079166666666667,1219,0.5079166666666667,0,0.0,0,0.0,0,0.0,6,477,477,83,340,0,209,66,44,0,1.3088377441488204,1.0849959178227309,0.5698648873362891,0.7622745010715822,0.5618207719857733,0.3524828843893979,0.3559039182139581,38
49,1226,1174,0.5108333333333334,1226,0.5108333333333334,0,0.0,0,0.0,0,0.0,6,483,483,83,341,0,209,66,44,0,1.2872682371672028,1.1018735900842738,0.5709136712032906,0.7669283078891868,0.5649018491832429,0.3521323176372603,0.3573365529486864,38
50,1228,1172,0.5116666666666667,1228,0.5116666666666667,0,0.0,0,0.0,0,0.0,6,484,484,83,342,0,209,66,44,0,1.2690626613904046,1.1227649179959178,0.5731496874411662,0.7730824730336687,0.5687482853182875,0.3525314124716288,0.3595561562669974,38
51,1229,1171,0.5120833333333333,1229,0.5120833333333333,0,0.0,0,0.0,0,0.0,6,484,484,83,343,0,209,66,44,0,1.2500933788958537,1.1422618286160189,0.5745399139183528,0.7783368089413035,0.5718632709615513,0.3525057679147589,0.3611773768923683,38
52,1230,1170,0.5125,1230,0.5125,0,0.0,0,0.0,0,0.0,6,485,485,83,343,0,209,66,44,0,1.2295464890367185,1.1602730151481135,0.5748540406117529,0.782186467188807,0.5738863677658617,0.3517575950603562,0.3620484583505927,38
53,1232,1168,0.5133333333333333,1232,0.5133333333333333,0,0.0,0,0.0,0,0.0,6,486,486,84,343,0,209,66,44,0,1.2067425214507983,1.176177132929351,0.5739218634591878,0.7840395052981144,0.5745018250926772,0.3501173272893162,0.3619323208917143,38
54,1232,1168,0.5133333333333333,1232,0.5133333333333333,0,0.0,0,0.0,0,0.0,6,487,487,84,343,0,209,66,43,0,1.1843960235063946,1.1930553935194956,0.5717988975886211,0.78568514226837,0.5740848843976594,0.3484207354275759,0.3616349773576463,38
55,1232,1168,0.5133333333333333,1232,0.5133333333333333,0,0.0,0,0.0,0,0.0,6,489,489,83,343,0,208,66,43,0,1.1608106862903813,1.2079707847877992,0.5688324980438072,0.7853311631920712,0.5733563085514806,0.3453672412233286,0.360494602449613,38
56,1231,1169,0.5129166666666667,1231,0.5129166666666667,0,0.0,0,0.0,0,0.0,6,489,489,82,343,0,208,66,43,0,1.138876985646488,1.225878237088583,0.5663228162390103,0.785459964992232,0.5723898905233896,0.3422284858944204,0.3592985655157081,38
57,1228,1172,0.5116666666666667,1228,0.5116666666666667,0,0.0,0,0.0,0,0.0,6,489,489,81,342,0,207,66,43,0,1.1170849426961835,1.2455817341423048,0.5629017079748149,0.7840353310956343,0.5705530299525732,0.338971563438515,0.3578290930342858,38
58,1219,1181,0.5079166666666667,1219,0.5079166666666667,0,0.0,0,0.0,0,0.0,6,486,486,80,339,0,206,66,42,0,1.095810007444732,1.2615195317946528,0.5594657764798094,0.7827521810737634,0.5673910838055525,0.3359612356385118,0.3557759187866426,38
59,1203,1197,0.50125,1203,0.50125,0,0.0,0,0.0,0,0.0,6,482,482,78,333,0,204,64,42,0,1.0749711937416626,1.2753681221736035,0.5556795677015097,0.7790884533468079,0.5641051440170683,0.3311465202140174,0.3535666664149663,38
60,1188,1212,0.495,1188,0.495,0,0.0,0,0.0,0,0.0,6,478,478,76,329,0,200,63,42,0,1.0551097027560552,1.2944966366855553,0.5503438749514695,0.775100869849277,0.5614848361954233,0.3266674385478125,0.3510533737213112,38
61,1161,1239,0.48375,1161,0.48375,0,0.0,0,0.0,0,0.0,6,473,473,73,321,0,193,59,42,0,1.0369278179733563,1.3117344763939198,0.5427103420558259,0.7677317085785975,0.5586902227790319,0.3201201742673293,0.3485609762169039,38
62,1141,1259,0.4754166666666666,1141,0.4754166666666666,0,0.0,0,0.0,0,0.0,6,470,470,73,310,0,189,58,41,0,1.019201276080851,1.330375157310526,0.5371321124692259,0.7591587113433031,0.5503544848604249,0.3174625472255079,0.3452526203406394,38
63,1098,1302,0.4575,1098,0.4575,0,0.0,0,0.0,0,0.0,6,459,459,67,290,0,186,56,40,0,1.002574307995578,1.3460031982397993,0.5365501568639135,0.7521608224905996,0.5399996963921173,0.3110801779190144,0.3422357821890369,38
64,1039,1361,0.4329166666666666,1039,0.4329166666666666,0,0.0,0,0.0,0,0.0,6,443,443,64,271,0,169,54,38,0,0.987835380419643,1.353910998006748,0.5271438062741856,0.740675904015139,0.5341246614082946,0.3094498450973107,0.3396558630073791,38
65,990,1410,0.4125,990,0.4125,0,0.0,0,0.0,0,0.0,6,425,425,61,254,0,161,53,36,0,0.9730679908528316,1.3615119067518515,0.5239779850090752,0.7346878544527938,0.5264404840536219,0.3076201223229443,0.3359990544323331,38
66,921,1479,0.38375,921,0.38375,0,0.0,0,0.0,0,0.0,6,403,403,56,228,0,149,50,35,0,0.9591868146035276,1.3659969500300653,0.5210796467077707,0.722499947337712,0.5160073756058735,0.3041937920334081,0.3328080421923957,38
67,867,1533,0.36125,867,0.36125,0,0.0,0,0.0,0,0.0,6,386,386,48,213,0,137,49,34,0,0.9454901451400612,1.3756049985177177,0.5156556335753156,0.7150185574065907,0.5114668754244391,0.2972257783778414,0.3289944797703446,38
68,818,1582,0.3408333333333333,818,0.3408333333333333,0,0.0,0,0.0,0,0.0,6,371,371,43,198,0,128,47,31,0,0.9324360970292132,1.3823375525752304,0.5093082352079417,0.7070234120542133,0.5030981410783808,0.292130827310359,0.3247284053306846,38
69,753,1647,0.31375,753,0.31375,0,0.0,0,0.0,0,0.0,6,344,344,42,174,0,119,45,29,0,0.9202295055058868,1.384971916374137,0.5092370547417269,0.6964293676028587,0.4894950179428737,0.2942131161889577,0.3210521841663683,38
70,691,1709,0.2879166666666666,691,0.2879166666666666,0,0.0,0,0.0,0,0.0,6,314,314,37,160,0,113,41,26,0,0.9071733131877904,1.384576756840846,0.5087930247466239,0.6977466134038656,0.4853535972660023,0.2884233827200604,0.3163759170138541,38
71,639,1761,0.26625,639,0.26625,0,0.0,0,0.0,0,0.0,6,292,292,32,142,0,106,41,26,0,0.8950851706479953,1.3916285146270897,0.513298402437656,0.6905807837718396,0.4746124417051711,0.2858048205790846,0.3112028446958544,38
72,581,1819,0.2420833333333333,581,0.2420833333333333,0,0.0,0,0.0,0,0.0,6,269,269,30,124,0,97,38,23,0,0.884174324718991,1.3927170260272277,0.5101187384150503,0.6801487589910349,0.4611272276165189,0.2853875050787463,0.3064237019445452,38
73,505,1895,0.2104166666666666,505,0.2104166666666666,0,0.0,0,0.0,0,0.0,6,237,237,23,102,0,91,34,18,0,0.873718671433781,1.3725351563040866,0.5183084282475056,0.6812931835096239,0.4436253153481683,0.2791923277037204,0.3018173588933736,38
74,446,1954,0.1858333333333333,446,0.1858333333333333,0,0.0,0,0.0,0,0.0,6,213,213,20,85,0,80,31,17,0,0.8643378364082122,1.3601329677975464,0.5189340857314664,0.6685651409502887,0.4321829422615362,0.278330266366471,0.2970519492848643,38
75,398,2002,0.1658333333333333,398,0.1658333333333333,0,0.0,0,0.0,0,0.0,6,191,191,16,80,0,67,27,17,0,0.854508743175764,1.3631437270066724,0.5053906842717526,0.6608207269837894,0.4419407922578025,0.268145022797939,0.2916630349911602,38
76,348,2052,0.145,348,0.145,0,0.0,0,0.0,0,0.0,6,173,173,14,72,0,53,22,14,0,0.846373448606289,1.361232900779972,0.4789297045615709,0.6427451410832243,0.4420773447281878,0.2610218860857506,0.2875391808674654,38
77,300,2100,0.125,300,0.125,0,0.0,0,0.0,0,0.0,6,154,154,11,60,0,45,21,9,0,0.8371656720537374,1.3567851790900332,0.4682380542421836,0.6354993373850399,0.4208599030367741,0.2605979972544253,0.2825337210301101,38
78,259,2141,0.1079166666666666,259,0.1079166666666666,0,0.0,0,0.0,0,0.0,6,137,137,8,47,0,40,18,9,0,0.8311472018197655,1.3466099151145283,0.4737630017518267,0.6182268824648611,0.4047063015823207,0.2522265310811039,0.2779208822754736,38
79,220,2180,0.0916666666666666,220,0.0916666666666666,0,0.0,0,0.0,0,0.0,6,121,121,6,37,0,36,13,7,0,0.824106684557799,1.3281465949250193,0.4666203314722754,0.6009877305812356,0.3859960998257763,0.2362217901027418,0.2723036954874411,38
80,187,2213,0.0779166666666666,187,0.0779166666666666,0,0.0,0,0.0,0,0.0,6,111,111,5,28,0,29,11,3,0,0.818169546866834,1.3281271085860755,0.4393174740916005,0.5710675197044687,0.3495329131961958,0.2332647494147216,0.2688014954900416,38
81,159,2241,0.06625,159,0.06625,0,0.0,0,0.0,0,0.0,6,93,93,4,24,0,25,10,3,0,0.8119327848290213,1.322692442400555,0.446857067662401,0.5770747090659507,0.3522920274385983,0.2347210842160803,0.2638448206796477,38
82,130,2270,0.0541666666666666,130,0.0541666666666666,0,0.0,0,0.0,0,0.0,6,78,78,4,19,0,17,9,3,0,0.8077023440219445,1.3205678031937034,0.4288366423409707,0.5502138354056278,0.3496333641091059,0.2448033155486693,0.2592365127512996,38
