step,total_cells,empty_sites,occupied_density,committed_cells,committed_density,undetermined_cells,undetermined_density,decommitted_cells,decommitted_density,uncommitted_cells,uncommitted_density,n_clusters_present,largest_cluster,cluster_0_size,cluster_1_size,cluster_2_size,cluster_3_size,cluster_4_size,cluster_5_size,cluster_6_size,cluster_7_size,T1,T2,I,R,M,K,S,seed
27,683,1717,0.2845833333333333,681,0.28375,2,0.0008333333333333,0,0.0,2,0.0008333333333333,8,255,255,30,166,28,159,2,32,9,1.1712058555270195,0.5106964180509024,0.4049219561451028,0.4944878948637823,0.4020261292541857,0.2433015947585656,0.2156890992539362,90
28,734,1666,0.3058333333333333,732,0.305,2,0.0008333333333333,0,0.0,2,0.0008333333333333,8,274,274,31,179,31,172,2,33,10,1.170925078491895,0.5233148340270981,0.40964193355818,0.5030505351564813,0.4070945001364954,0.2459108114677608,0.2186876811905416,90
29,785,1615,0.3270833333333333,783,0.32625,2,0.0008333333333333,0,0.0,2,0.0008333333333333,8,288,288,34,193,32,187,2,37,10,1.1736698192323676,0.5393958972717217,0.415856460155688,0.5126826073492062,0.4122976365542984,0.2465852913449294,0.2224806961347782,90
30,818,1582,0.3408333333333333,817,0.3404166666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,300,300,37,200,34,195,2,39,10,1.2045475040561522,0.5709819088294269,0.4306556080455704,0.5345920982715967,0.4269302403509035,0.2534721359175533,0.2319201269254121,90
31,868,1532,0.3616666666666667,867,0.36125,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,314,314,37,215,38,210,2,41,10,1.2065767136545298,0.5878858079265246,0.4354545362305926,0.5437062928607455,0.4328301320178226,0.2551627122538354,0.2359476371675031,90
32,899,1501,0.3745833333333333,898,0.3741666666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,323,323,37,221,40,222,2,43,10,1.234709218058352,0.619226243773306,0.4505728695638942,0.5654617799918439,0.4479454796458831,0.262123189335474,0.2453276341670191,90
33,941,1459,0.3920833333333333,940,0.3916666666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,334,334,37,233,42,234,3,47,10,1.2429628184086212,0.639638633195518,0.4590237359052218,0.5787069221800885,0.4555198637933627,0.2652938712908179,0.2508987780133679,90
34,976,1424,0.4066666666666667,975,0.40625,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,345,345,38,240,44,244,4,50,10,1.258136979567923,0.6648011869398405,0.4709814698104668,0.595715559296554,0.4664287050954572,0.2699403137840942,0.2581061685808453,90
35,1013,1387,0.4220833333333333,1012,0.4216666666666667,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,353,353,39,249,45,260,4,51,11,1.2668626708655804,0.6915867350522753,0.4811422816261758,0.6099329842685581,0.4753699782444747,0.2735691923645106,0.2648418109832032,90
36,1034,1366,0.4308333333333333,1033,0.4304166666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,362,362,40,253,45,264,4,54,11,1.2915498947718551,0.7284986715156273,0.4979722262921496,0.6329346296999859,0.4905821153038252,0.2807219915800798,0.2752358151062715,90
37,1070,1330,0.4458333333333333,1069,0.4454166666666667,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,375,375,41,261,45,277,4,55,11,1.2909472417899368,0.7504157604789187,0.5065404176930522,0.643910083228957,0.4972207758022867,0.2834625495549079,0.2804299302777744,90
38,1094,1306,0.4558333333333333,1093,0.4554166666666667,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,387,387,41,265,46,284,4,55,11,1.3016176420401666,0.7812709116464353,0.5187609765255952,0.6609542511230624,0.5080227797396031,0.2885047270384662,0.2883957049935095,90
39,1119,1281,0.46625,1118,0.4658333333333333,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,393,393,42,273,46,293,4,56,11,1.3061369209145486,0.8109413222583374,0.529124616479723,0.6751811539951184,0.5162953909664476,0.2926972832146399,0.2954363003592034,90
40,1141,1259,0.4754166666666666,1140,0.475,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,398,398,42,283,47,299,4,56,11,1.3096642113238888,0.8419482959214467,0.5391654604520857,0.6896105344455051,0.5246395404231918,0.2965374274775013,0.302547391605118,90
41,1152,1248,0.48,1151,0.4795833333333333,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,403,403,42,286,47,300,4,58,11,1.3209820165893775,0.8781533898278951,0.5527038741492534,0.7091872240314359,0.5374012892121581,0.3014357892686544,0.3115354630406103,90
42,1163,1237,0.4845833333333333,1162,0.4841666666666667,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,409,409,42,288,47,303,4,58,11,1.3260735709894829,0.91159194718277,0.5642221145038222,0.7260680022954584,0.5481625158048863,0.3058977472009107,0.3194188383802093,90
43,1178,1222,0.4908333333333333,1177,0.4904166666666666,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,414,414,42,291,47,309,4,59,11,1.3218387686981534,0.9373100943261492,0.5719965841885473,0.7380627211926362,0.5555012243312902,0.3083302036825616,0.3248615054551386,90
44,1195,1205,0.4979166666666667,1194,0.4975,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,420,420,44,294,48,314,4,59,11,1.3113833050516963,0.9594009723887742,0.5775391623956427,0.7469815480493806,0.5608057220341273,0.3089454109118414,0.3288360377581097,90
45,1201,1199,0.5004166666666666,1200,0.5,1,0.0004166666666666,0,0.0,1,0.0004166666666666,8,421,421,44,296,49,316,4,59,11,1.3098166274543042,0.989838256289865,0.5870902507391603,0.7611451431026857,0.5692738684497674,0.3121464098283431,0.335175538689675,90
46,1210,1190,0.5041666666666667,1210,0.5041666666666667,0,0.0,0,0.0,0,0.0,8,422,422,45,299,49,320,4,59,12,1.3000920109167913,1.0156133646476964,0.5934384144172167,0.7713721756149544,0.5752099375112177,0.314213875068263,0.3396815891650835,90
47,1222,1178,0.5091666666666667,1222,0.5091666666666667,0,0.0,0,0.0,0,0.0,8,426,426,47,303,49,322,4,59,12,1.2839533295855072,1.036319929706498,0.5973115009071285,0.7780068297634718,0.5786581755659967,0.3141803572384317,0.3423540779944096,90
48,1227,1173,0.51125,1227,0.51125,0,0.0,0,0.0,0,0.0,8,430,430,47,304,49,322,4,59,12,1.2727582361847374,1.0617087682894926,0.6027083073730235,0.7875283072244696,0.5842174663203822,0.3154435378319435,0.3462382559834099,90
49,1230,1170,0.5125,1230,0.5125,0,0.0,0,0.0,0,0.0,8,431,431,47,305,49,323,4,59,12,1.260473449356537,1.0870414575789316,0.6079761220635245,0.7963889620058465,0.5890380316024355,0.3164746666094908,0.3498088175625412,90
50,1231,1169,0.5129166666666667,1231,0.5129166666666667,0,0.0,0,0.0,0,0.0,8,432,432,47,305,49,323,4,59,12,1.247134534430225,1.112739962258227,0.6127383931349898,0.8048090171234786,0.5935696438629047,0.3173729676759967,0.3531325625009782,90
51,1239,1161,0.51625,1239,0.51625,0,0.0,0,0.0,0,0.0,8,435,435,47,307,49,326,4,59,12,1.2243087678817162,1.1281715933703724,0.6126500140580868,0.8069020837948601,0.5935558815361497,0.3160589944154338,0.353259004213353,90
52,1241,1159,0.5170833333333333,1241,0.5170833333333333,0,0.0,0,0.0,0,0.0,8,435,435,47,309,49,326,4,59,12,1.2059095124765098,1.1502918160896891,0.6144276561789903,0.8117626637835282,0.5952922136770936,0.3154168156577936,0.3547211781460972,90
53,1241,1159,0.5170833333333333,1241,0.5170833333333333,0,0.0,0,0.0,0,0.0,8,435,435,47,309,49,326,4,59,12,1.1873476579720827,1.1713802222702248,0.61588588858127,0.8156499110584626,0.5961972574919501,0.3144183108081818,0.3556736881111445,90
54,1239,1161,0.51625,1239,0.51625,0,0.0,0,0.0,0,0.0,8,435,435,47,309,49,325,4,59,11,1.1685682277377651,1.1932668979530754,0.6155173222870123,0.8192648175640633,0.5970274090310582,0.3124766793502891,0.3563502837411855,90
55,1237,1163,0.5154166666666666,1237,0.5154166666666666,0,0.0,0,0.0,0,0.0,8,435,435,47,309,48,325,4,59,10,1.148933750974357,1.2132980783054648,0.6148855032752654,0.8216066637801192,0.5961928339270852,0.309264862329726,0.3561289333988561,90
56,1233,1167,0.51375,1233,0.51375,0,0.0,0,0.0,0,0.0,8,435,435,47,306,47,325,4,59,10,1.1281351574169345,1.2336726392621622,0.6145256171194671,0.8212846386800543,0.5935020789853696,0.306268941801694,0.3553872386954839,90
57,1220,1180,0.5083333333333333,1220,0.5083333333333333,0,0.0,0,0.0,0,0.0,8,432,432,47,301,45,322,4,59,10,1.109231323970847,1.2521508620776112,0.6138976322027002,0.8197139115335372,0.5905904627474604,0.303262683488164,0.3546421198106227,90
58,1208,1192,0.5033333333333333,1208,0.5033333333333333,0,0.0,0,0.0,0,0.0,8,431,431,47,297,44,317,3,59,10,1.0900129678926656,1.269841327188387,0.6101083291970278,0.815994633312951,0.5882043085207656,0.2997754907964055,0.3529523268704967,90
59,1186,1214,0.4941666666666666,1186,0.4941666666666666,0,0.0,0,0.0,0,0.0,8,428,428,47,289,42,309,2,59,10,1.072231493416324,1.2847867058579192,0.6062034862471137,0.8097690835018225,0.5844192019090427,0.2962182866146255,0.351150899288093,90
60,1168,1232,0.4866666666666667,1168,0.4866666666666667,0,0.0,0,0.0,0,0.0,8,425,425,47,283,40,306,2,56,9,1.0528883276508512,1.3021906163335792,0.6015220713583153,0.8065721664804445,0.5765880031858357,0.2914827281069844,0.3484953862158533,90
61,1134,1266,0.4725,1134,0.4725,0,0.0,0,0.0,0,0.0,8,416,416,47,274,39,295,1,55,7,1.0362321436245248,1.3161241452775485,0.595053387448144,0.801887127729887,0.5726449323422383,0.287462220911137,0.3464772493996877,90
62,1092,1308,0.455,1092,0.455,0,0.0,0,0.0,0,0.0,7,405,405,47,253,35,291,0,54,7,1.0184939514517226,1.3245135048279295,0.5974262714853447,0.7926215335145563,0.5589924435091751,0.2826979028395849,0.343600484869401,90
63,1050,1350,0.4375,1050,0.4375,0,0.0,0,0.0,0,0.0,7,395,395,45,236,34,281,0,53,6,1.0032641077787785,1.3352568166220784,0.5954384345691606,0.7849761610209347,0.5502184267294757,0.2791301774393726,0.341050074629435,90
64,1012,1388,0.4216666666666667,1012,0.4216666666666667,0,0.0,0,0.0,0,0.0,7,385,385,44,222,30,273,0,52,6,0.9877306404694104,1.3493602940124114,0.5942860481020118,0.7758255441332705,0.5399257346331716,0.2738292254319292,0.3378591075069924,90
65,968,1432,0.4033333333333333,968,0.4033333333333333,0,0.0,0,0.0,0,0.0,7,376,376,42,211,27,259,0,48,5,0.972871184590044,1.3636516234192226,0.585398693689006,0.7671193890511862,0.5306552920274114,0.2677039547358137,0.3348682593182256,90
66,913,1487,0.3804166666666667,913,0.3804166666666667,0,0.0,0,0.0,0,0.0,7,363,363,39,190,23,247,0,47,4,0.9590914347056358,1.3728398838314726,0.5851046774103578,0.7542869319150047,0.515798231396931,0.2601060920528847,0.3315367489801474,90
67,863,1537,0.3595833333333333,863,0.3595833333333333,0,0.0,0,0.0,0,0.0,7,353,353,36,168,21,237,0,44,4,0.9457589441620966,1.3841381616584207,0.5843442039137491,0.7407628082569924,0.4979731441766316,0.2549927138625717,0.3279005327300059,90
68,805,1595,0.3354166666666666,805,0.3354166666666666,0,0.0,0,0.0,0,0.0,7,338,338,32,153,19,217,0,43,3,0.9345838694060096,1.3914451186221868,0.5776668745920067,0.7279905866180466,0.4910311326750912,0.248435194224188,0.3245140140564974,90
69,741,1659,0.30875,741,0.30875,0,0.0,0,0.0,0,0.0,7,315,315,29,137,17,203,0,38,2,0.9209706530934552,1.3929969442822403,0.5742478997331929,0.7224545028242193,0.478154027606316,0.242691256170857,0.3202339744035901,90
70,672,1728,0.28,672,0.28,0,0.0,0,0.0,0,0.0,7,293,293,27,122,14,180,0,34,2,0.9104692404019626,1.3878390169334252,0.5651205432268932,0.7086931655931795,0.469693719550389,0.2394959333605796,0.3171196009256401,90
71,616,1784,0.2566666666666666,616,0.2566666666666666,0,0.0,0,0.0,0,0.0,6,279,279,23,102,13,168,0,31,0,0.9004345981249363,1.3896752832674484,0.5628538641989999,0.694798758938255,0.4478034418868058,0.2309833185771883,0.3134443649907101,90
72,552,1848,0.23,552,0.23,0,0.0,0,0.0,0,0.0,6,258,258,21,85,11,150,0,27,0,0.8907359160743016,1.3809105872760703,0.5571389531276282,0.6786454926817772,0.4313439954068676,0.2278308544004692,0.3099221844317433,90
73,514,1886,0.2141666666666666,514,0.2141666666666666,0,0.0,0,0.0,0,0.0,6,244,244,20,74,11,141,0,24,0,0.8790762824298995,1.3767428087416655,0.5531420111198068,0.6687424487156833,0.4175592647716676,0.2267272305987578,0.3044582186232451,90
74,458,1942,0.1908333333333333,458,0.1908333333333333,0,0.0,0,0.0,0,0.0,6,225,225,18,60,9,125,0,21,0,0.8703290169999343,1.3715630348885042,0.5474856139923857,0.6496368936386969,0.3990847091063736,0.2227066115108444,0.3013129040851801,90
75,416,1984,0.1733333333333333,416,0.1733333333333333,0,0.0,0,0.0,0,0.0,6,208,208,17,48,6,119,0,18,0,0.8606479899927403,1.376168569355514,0.5538480874385733,0.6382335655013326,0.3725035933357446,0.2161275563317876,0.2975271132320333,90
76,381,2019,0.15875,381,0.15875,0,0.0,0,0.0,0,0.0,6,192,192,16,41,6,110,0,16,0,0.8516835935497578,1.3875893513141446,0.5504694556153055,0.6298671526798392,0.3605865785948922,0.2150328824453613,0.2923663533076394,90
77,331,2069,0.1379166666666666,331,0.1379166666666666,0,0.0,0,0.0,0,0.0,6,178,178,12,37,3,87,0,14,0,0.8458707012980033,1.3903129122659426,0.5220397822311924,0.5987487797147849,0.3553090082027841,0.2001899036211737,0.2889651440837503,90
78,293,2107,0.1220833333333333,293,0.1220833333333333,0,0.0,0,0.0,0,0.0,6,160,160,10,30,3,78,0,12,0,0.837028973986759,1.3863637384569056,0.5206388443800164,0.5906230678974965,0.3427820352664436,0.1966814069386768,0.2838723305003173,90
79,251,2149,0.1045833333333333,251,0.1045833333333333,0,0.0,0,0.0,0,0.0,6,145,145,8,24,2,62,0,10,0,0.8304706565849335,1.3911198663006503,0.4959899787608099,0.5582486722240396,0.3287816842551245,0.1888858851907135,0.2804418306914344,90
80,204,2196,0.085,204,0.085,0,0.0,0,0.0,0,0.0,6,125,125,7,15,1,50,0,6,0,0.8250116327562128,1.3717848445494076,0.4806648430850335,0.5284113503544886,0.2908505812696502,0.1859518100048046,0.2777404072169879,90
81,177,2223,0.07375,177,0.07375,0,0.0,0,0.0,0,0.0,6,113,113,4,12,1,41,0,6,0,0.8190388773223257,1.3623770219045566,0.4685631944270924,0.5071550092831458,0.2875730761263507,0.172830234527208,0.2724921481298824,90
82,155,2245,0.0645833333333333,155,0.0645833333333333,0,0.0,0,0.0,0,0.0,6,100,100,3,10,1,36,0,5,0,0.8126703237787541,1.366655124175477,0.4642257038796685,0.5019831291879139,0.2804965638211535,0.167999674036634,0.268296873908649,90
83,130,2270,0.0541666666666666,130,0.0541666666666666,0,0.0,0,0.0,0,0.0,6,83,83,3,9,1,30,0,4,0,0.8043018810196599,1.352722412900487,0.4582647401536363,0.5033691818578699,0.2822802441262461,0.1707291609916454,0.2640900866834338,90
84,105,2295,0.04375,105,0.04375,0,0.0,0,0.0,0,0.0,6,69,69,2,7,1,23,0,3,0,0.7966128696003912,1.331196628850726,0.4397507157690357,0.4864060214871916,0.2752675357845369,0.1651784051021692,0.2594157599527508,90
85,91,2309,0.0379166666666666,91,0.0379166666666666,0,0.0,0,0.0,0,0.0,6,61,61,2,7,1,17,0,3,0,0.7911996970306636,1.3111948480133495,0.4115936909898496,0.4654966323468757,0.2905289969696598,0.1689616340043453,0.2548476596199875,90
86,73,2327,0.0304166666666666,73,0.0304166666666666,0,0.0,0,0.0,0,0.0,6,49,49,1,6,1,13,0,3,0,0.7845204768765642,1.2981698479819188,0.4072995135267457,0.4610625965732642,0.3032463783996927,0.1605587320887161,0.2514700317535183,90
87,60,2340,0.025,60,0.025,0,0.0,0,0.0,0,0.0,6,43,43,1,3,1,9,0,3,0,0.7788118328649326,1.3023024655504232,0.3840457229297984,0.4001462282879248,0.2794199241652136,0.1632773688473222,0.2473860338563444,90
88,54,2346,0.0225,54,0.0225,0,0.0,0,0.0,0,0.0,6,40,40,1,3,1,6,0,3,0,0.7765902245675362,1.3049882445058092,0.3497292772371811,0.3676699074477322,0.2910019048528595,0.1659527728832135,0.241023195061454,90
89,44,2356,0.0183333333333333,44,0.0183333333333333,0,0.0,0,0.0,0,0.0,6,32,32,1,3,1,5,0,2,0,0.7724500694815603,1.27898972612812,0.3438833991498776,0.3885580001703746,0.2986698515613619,0.1756094801978467,0.2361978041929668,90
90,32,2368,0.0133333333333333,32,0.0133333333333333,0,0.0,0,0.0,0,0.0,6,24,24,1,3,1,2,0,1,0,0.7714476286847131,1.2344023740254164,0.2786697102119763,0.3713637629240701,0.3173681526569729,0.1921050718140951,0.2331549426677492,90
91,25,2375,0.0104166666666666,25,0.0104166666666666,0,0.0,0,0.0,0,0.0,5,18,18,0,3,1,2,0,1,0,0.7651959804201851,1.1772783933828692,0.3052823544875878,0.4239690596087594,0.3612363317356536,0.1703199895219324,0.2281808442709362,90
92,19,2381,0.0079166666666666,19,0.0079166666666666,0,0.0,0,0.0,0,0.0,4,16,16,0,1,1,0,0,1,0,0.7643850807017822,1.1668894912409502,0.2363077789585664,0.2883621515944022,0.3174340093809413,0.1810657796136348,0.228141880034095,90
93,17,2383,0.0070833333333333,17,0.0070833333333333,0,0.0,0,0.0,0,0.0,4,14,14,0,1,1,0,0,1,0,0.7625126540340535,1.1461439431334632,0.2440011197565121,0.3021831833463528,0.3371913695115803,0.1882711479317255,0.2241267778201209,90
94,12,2388,0.005,12,0.005,0,0.0,0,0.0,0,0.0,1,12,12,0,0,0,0,0,0,0,0.7638490297816619,1.1330058040137565,0.1791806604656467,0.1791639155767462,0.1568055171369791,0.1254474246639797,0.2280456095390536,90
95,10,2390,0.0041666666666666,10,0.0041666666666666,0,0.0,0,0.0,0,0.0,1,10,10,0,0,0,0,0,0,0,0.7624714142583618,1.0848059684117013,0.1852826737680649,0.1852716427755097,0.1621475653657035,0.129733065466133,0.2280766816709168,90
96,10,2390,0.0041666666666666,10,0.0041666666666666,0,0.0,0,0.0,0,0.0,1,10,10,0,0,0,0,0,0,0,0.7605056359562654,1.132325371570531,0.1862751120185293,0.1862651841252297,0.1630134262529951,0.1304242528586093,0.2261335074429147,90
97,9,2391,0.00375,9,0.00375,0,0.0,0,0.0,0,0.0,1,9,9,0,0,0,0,0,0,0,0.7588902496356398,1.1486920329011834,0.189349059247101,0.1893340168779612,0.1656956157659314,0.1325729417613033,0.2245869988376496,90
98,8,2392,0.0033333333333333,8,0.0033333333333333,0,0.0,0,0.0,0,0.0,1,8,8,0,0,0,0,0,0,0,0.7568276033882724,1.1651820188092914,0.1920576059012256,0.1920392781827577,0.1680618359113928,0.1344523435377887,0.2261783708631524,90
99,6,2394,0.0025,6,0.0025,0,0.0,0,0.0,0,0.0,1,6,6,0,0,0,0,0,0,0,0.7565439812749459,1.0786129199551775,0.1944213163133573,0.194399707416583,0.170107328490157,0.1360865551592935,0.2217538411505637,90
100,5,2395,0.0020833333333333,5,0.0020833333333333,0,0.0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,0,0,0.7510542777085807,1.1047545685640856,0.1862017289892254,0.1861845294938658,0.1629139529501488,0.1303342270274283,0.222883810540886,90
101,4,2396,0.0016666666666666,4,0.0016666666666666,0,0.0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,0,0,0.7503911764087388,1.0719601476467735,0.1854926794181334,0.1854743052966255,0.1622836453200475,0.1298301570467206,0.2209817613851345,90
102,4,2396,0.0016666666666666,4,0.0016666666666666,0,0.0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,0,0,0.7506293043404855,1.087764132882096,0.1869817810494483,0.1869652443400912,0.1635888541645299,0.1308740000432384,0.2151604439478108,90
103,4,2396,0.0016666666666666,4,0.0016666666666666,0,0.0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,0,0,0.7530825302374777,1.1679877195938864,0.1869486008626529,0.1869337178242315,0.1635618419264577,0.1308520985816191,0.2134598980957343,90
104,3,2397,0.00125,3,0.00125,0,0.0,0,0.0,0,0.0,1,3,3,0,0,0,0,0,0,0,0.7501423926392068,1.2452256833744368,0.181670792745946,0.1816526144649339,0.1589341213336699,0.1271610806272458,0.2143109672998267,90
105,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7505777771909161,1.2551492289682924,0.1833540805212561,0.1833398358108305,0.1604056759932481,0.1283402964018222,0.2128314698733141,90
106,2,2398,0.0008333333333333,2,0.0008333333333333,0,0.0,0,0.0,0,0.0,1,2,2,0,0,0,0,0,0,0,0.7522121065506437,1.3096343060714633,0.1811089636285027,0.1810961433891196,0.1584441131583739,0.1267694705732005,0.2028115266975433,90
107,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
108,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
109,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
110,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
111,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
112,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
113,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
114,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
115,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
116,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
117,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
118,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
119,0,2400,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90
0,30,2370,0.0125,0,0.0,30,0.0125,0,0.0,30,0.0125,0,0,0,0,0,0,0,0,0,0,0.8745106121581504,0.3572434235695894,0.6641456109397661,0.5916244474888868,0.5967830558502772,0.394425182006084,0.394747548902449,96
1,53,2347,0.0220833333333333,0,0.0,53,0.0220833333333333,0,0.0,53,0.0220833333333333,0,0,0,0,0,0,0,0,0,0,0.5750327937747022,0.2035013667241304,0.3692413136323155,0.3244801855615629,0.3195402520415789,0.2380469363886689,0.217428238625663,96
2,57,2343,0.02375,0,0.0,57,0.02375,0,0.0,57,0.02375,0,0,0,0,0,0,0,0,0,0,0.6918728049706675,0.2290353542586144,0.3430173300940472,0.3040788241132817,0.2960959129719685,0.2247496622760653,0.208520678397605,96
3,60,2340,0.025,25,0.0104166666666666,35,0.0145833333333333,0,0.0,35,0.0145833333333333,7,10,10,5,3,0,3,1,1,2,0.8083052960591657,0.2350252278911154,0.3295317825359606,0.2961361330413196,0.2845965925136972,0.2202469958317579,0.2043392969270769,96
4,66,2334,0.0275,29,0.0120833333333333,37,0.0154166666666666,0,0.0,37,0.0154166666666666,7,13,13,5,3,0,3,1,2,2,0.8686138193728167,0.2332024591836398,0.3189740347805013,0.2899752698573478,0.2810242478370335,0.221110364587162,0.1944414192804506,96
5,85,2315,0.0354166666666666,45,0.01875,40,0.0166666666666666,0,0.0,40,0.0166666666666666,7,23,23,5,7,0,4,2,2,2,0.783563725035297,0.2015085420648024,0.2662634398109534,0.2437104348123966,0.2425322375737135,0.200047227004184,0.1605096406579747,96
6,99,2301,0.04125,63,0.02625,36,0.015,0,0.0,36,0.015,7,32,32,9,8,0,6,2,2,4,0.7998327833338571,0.2090444794743169,0.2514225642293562,0.2360486286117839,0.2294622576967243,0.193605937195497,0.1517026635245237,96
7,107,2293,0.0445833333333333,72,0.03,35,0.0145833333333333,0,0.0,35,0.0145833333333333,7,38,38,12,8,0,6,2,2,4,0.8750892431088892,0.2314940478613237,0.2595806729636268,0.2490537409784428,0.2416804128128413,0.2001127874150784,0.1563241079701259,96
8,116,2284,0.0483333333333333,80,0.0333333333333333,36,0.015,0,0.0,36,0.015,7,42,42,16,8,0,6,2,2,4,0.9347105358416564,0.245559282836599,0.2678865090372126,0.2595157623431124,0.248390527493623,0.2122928651012593,0.1601739553485088,96
9,122,2278,0.0508333333333333,101,0.0420833333333333,21,0.00875,0,0.0,21,0.00875,7,59,59,16,11,0,6,2,2,5,1.0141909207371798,0.2630523699027945,0.2834371203975185,0.276649539372267,0.2572351173460532,0.2328021308361772,0.1689821285962397,96
10,142,2258,0.0591666666666666,130,0.0541666666666666,12,0.005,0,0.0,12,0.005,7,77,77,16,14,0,10,3,4,6,0.9776201426329116,0.2541911986994847,0.272719518673951,0.2662076201021872,0.2524168253972788,0.2301878459806145,0.1609738842385358,96
11,168,2232,0.07,157,0.0654166666666666,11,0.0045833333333333,0,0.0,11,0.0045833333333333,7,99,99,16,16,0,12,4,4,6,0.9330841128300484,0.2520097332963938,0.2651321051045868,0.2559695868279055,0.2376334769942736,0.2225922107870301,0.1529729292994341,96
12,187,2213,0.0779166666666666,175,0.0729166666666666,12,0.005,0,0.0,12,0.005,7,112,112,19,16,0,13,4,4,7,0.955359290886501,0.2691543939808274,0.2699671286421569,0.2627476515253381,0.244440850064858,0.2223188333736428,0.1558329060153778,96
13,206,2194,0.0858333333333333,194,0.0808333333333333,12,0.005,0,0.0,12,0.005,7,122,122,22,21,0,13,4,4,8,0.9835213671550992,0.2860712840144335,0.2744452466621375,0.2700374417361485,0.2485803578312127,0.2279607138827614,0.1599993997793236,96
14,227,2173,0.0945833333333333,216,0.09,11,0.0045833333333333,0,0.0,11,0.0045833333333333,7,129,129,27,25,0,19,4,4,8,1.0054876813131088,0.298562185269938,0.2799596264324273,0.2770418188291701,0.2546684027854026,0.2317024738564557,0.1634580376322657,96
15,247,2153,0.1029166666666666,239,0.0995833333333333,8,0.0033333333333333,0,0.0,8,0.0033333333333333,7,138,138,30,29,0,24,5,4,9,1.0358435562439643,0.3167135807718556,0.2882978775753024,0.2890611810865781,0.2629001542291831,0.2382154949425459,0.1691741084509377,96
16,264,2136,0.11,259,0.1079166666666666,5,0.0020833333333333,0,0.0,5,0.0020833333333333,7,146,146,32,32,0,26,7,5,11,1.0794038282493268,0.341050867445392,0.3017393001505494,0.3069414773499664,0.2756219545596212,0.2492291195929015,0.1778067383864955,96
